ID,Category,Meal,Dish,Description,Calories,Protein,Carbs,Fats,Fiber
2560,Eggetarian,Dinner,"Dal Makhani with 3 Rotis","A healthy dinner meal featuring Dal Makhani with 3 Rotis - perfect for your dietary goals.",592,18.0,88.0,19.0,16.0
2561,Eggetarian,Breakfast,"Poha","A nutrient-rich breakfast meal featuring Poha - perfect for your dietary goals.",180,3.0,39.0,1.5,2.0
2562,Eggetarian,Lunch,"Soya Chunks Curry with Bowls Rice","A home-style lunch meal featuring Soya Chunks Curry with Bowls Rice - prepared with minimal oil.",345,21.0,54.0,3.0,6.5
2563,Eggetarian,Dinner,"Matar Paneer with Bowl Rice","A high-protein dinner meal featuring Matar Paneer with Bowl Rice - cooked in traditional Indian style.",380,13.0,42.0,16.0,5.0
2564,Eggetarian,Mid Morning Snack,"Chana Chaat","A home-style mid morning snack meal featuring Chana Chaat - providing excellent macronutrients.",140,7.0,22.0,2.0,6.0
2565,Eggetarian,Evening Snack,"Greek Yogurt (cup)","A delicious evening snack meal featuring Greek Yogurt (cup) - perfect for your dietary goals.",100,10.0,4.0,0.0,0.0
2566,Eggetarian,Breakfast,"Egg Curry (Eggs) with Millet Roti","A balanced breakfast meal featuring Egg Curry (Eggs) with Millet Roti - cooked in traditional Indian style.",335,17.5,28.0,15.5,6.0
2567,Eggetarian,Lunch,"मसाला Omelette (Eggs) and Garlic Naan and Bhindi Masala","A home-style lunch meal featuring मसाला Omelette (Eggs) and Garlic Naan and Bhindi Masala - prepared with minimal oil.",600,23.0,60.0,29.0,7.0
2568,Eggetarian,Dinner,"3 Boiled Eggs with Brown Rice (Bowl)","A high-protein dinner meal featuring 3 Boiled Eggs with Brown Rice (Bowl) - prepared with minimal oil.",342,21.0,23.5,16.0,3.5
2569,Eggetarian,Breakfast,"Upma","A balanced breakfast meal featuring Upma - perfect for your dietary goals.",190,4.0,35.0,3.0,3.0
2570,Eggetarian,Lunch,"Rajma Curry with Bowls Rice","A home-style lunch meal featuring Rajma Curry with Bowls Rice - perfect for your dietary goals.",440,12.0,82.0,4.0,10.0
2571,Eggetarian,Dinner,"Kadai Paneer with Rotis","A home-style dinner meal featuring Kadai Paneer with Rotis - prepared with minimal oil.",468,19.0,56.0,20.0,9.0
2572,Eggetarian,Breakfast,"Appam","A balanced breakfast meal featuring Appam - cooked in traditional Indian style.",120,2.0,25.0,1.5,1.0
2573,Eggetarian,Lunch,"Soya Chunks Curry with Jeera Rice","A nutrient-rich lunch meal featuring Soya Chunks Curry with Jeera Rice - providing excellent macronutrients.",300,20.5,40.0,6.0,6.2
2574,Eggetarian,Dinner,"Rajma Curry with Millet Rotis","A high-protein dinner meal featuring Rajma Curry with Millet Rotis - cooked in traditional Indian style.",410,15.0,66.0,7.0,16.0
2575,Eggetarian,Mid Morning Snack,"Roasted Chana","A high-protein mid morning snack meal featuring Roasted Chana - providing excellent macronutrients.",120,6.0,18.0,2.0,5.0
2576,Eggetarian,Evening Snack,"मसाला Omelette (Eggs)","A balanced evening snack meal featuring मसाला Omelette (Eggs) - perfect for your dietary goals.",190,13.0,3.0,14.0,1.0
2577,Eggetarian,Breakfast,"Boiled Eggs with Roti","A nutrient-rich breakfast meal featuring Boiled Eggs with Roti - prepared with minimal oil.",259,15.0,23.0,11.0,3.0
2578,Eggetarian,Lunch,"Boiled Eggs and Rotis and Lauki Sabzi","A nutrient-rich lunch meal featuring Boiled Eggs and Rotis and Lauki Sabzi - providing excellent macronutrients.",433,19.0,55.0,15.0,9.0
2579,Eggetarian,Dinner,"3 Boiled Eggs with Millet Roti","A high-protein dinner meal featuring 3 Boiled Eggs with Millet Roti - cooked in traditional Indian style.",347,21.5,21.5,16.5,4.0
2580,Eggetarian,Breakfast,"Masala Dosa","A nutrient-rich breakfast meal featuring Masala Dosa - perfect for your dietary goals.",260,5.0,42.0,8.0,4.0
2581,Eggetarian,Lunch,"Toor Dal with Bowls Rice","A delicious lunch meal featuring Toor Dal with Bowls Rice - providing excellent macronutrients.",370,10.0,73.0,2.0,7.0
2582,Eggetarian,Dinner,"Tofu Curry with Jeera Rice","A healthy dinner meal featuring Tofu Curry with Jeera Rice - cooked in traditional Indian style.",330,16.5,34.0,14.0,3.2
2583,Eggetarian,Breakfast,"Aloo Paratha","A nutrient-rich breakfast meal featuring Aloo Paratha - cooked in traditional Indian style.",230,5.0,35.0,8.0,4.0
2584,Eggetarian,Lunch,"Dal Makhani with 3 Rotis","A home-style lunch meal featuring Dal Makhani with 3 Rotis - prepared with minimal oil.",592,18.0,88.0,19.0,16.0
2585,Eggetarian,Dinner,"Lobia Curry with Bowl Rice","A delicious dinner meal featuring Lobia Curry with Bowl Rice - perfect for your dietary goals.",290,9.0,52.0,3.0,8.0
2586,Eggetarian,Mid Morning Snack,"Roasted Makhana","A balanced mid morning snack meal featuring Roasted Makhana - cooked in traditional Indian style.",110,3.0,20.0,2.0,4.0
2587,Eggetarian,Evening Snack,"Egg Bhurji (Eggs)","A healthy evening snack meal featuring Egg Bhurji (Eggs) - providing excellent macronutrients.",190,13.0,4.0,14.0,1.0
2588,Eggetarian,Breakfast,"Egg Curry (Eggs) with Bowls Rice","A high-protein breakfast meal featuring Egg Curry (Eggs) with Bowls Rice - perfect for your dietary goals.",415,17.0,50.0,14.0,3.5
2589,Eggetarian,Lunch,"Boiled Eggs and Rotis and Baingan Bharta","A high-protein lunch meal featuring Boiled Eggs and Rotis and Baingan Bharta - cooked in traditional Indian style.",493,20.0,61.0,19.0,12.0
2590,Eggetarian,Dinner,"4 Egg Whites with 3 Rotis","A healthy dinner meal featuring 4 Egg Whites with 3 Rotis - perfect for your dietary goals.",380,23.0,67.0,3.0,9.0
2591,Eggetarian,Breakfast,"Dalia","A healthy breakfast meal featuring Dalia - providing excellent macronutrients.",160,4.0,32.0,1.0,5.0
2592,Eggetarian,Lunch,"Tofu Curry with Naan","A healthy lunch meal featuring Tofu Curry with Naan - perfect for your dietary goals.",440,22.0,48.0,17.0,4.0
2593,Eggetarian,Dinner,"Dal Makhani with Bowls Rice","A healthy dinner meal featuring Dal Makhani with Bowls Rice - perfect for your dietary goals.",475,12.0,64.0,16.0,8.5
2594,Eggetarian,Breakfast,"Plain Dosa","A balanced breakfast meal featuring Plain Dosa - prepared with minimal oil.",133,3.0,23.0,3.0,1.0
2595,Eggetarian,Lunch,"Toor Dal with Rotis","A nutrient-rich lunch meal featuring Toor Dal with Rotis - perfect for your dietary goals.",318,12.0,61.0,4.0,11.0
2596,Eggetarian,Dinner,"Soya Chunks Curry with Rotis","A home-style dinner meal featuring Soya Chunks Curry with Rotis - providing excellent macronutrients.",358,24.0,56.0,5.0,11.0
2597,Eggetarian,Mid Morning Snack,"Mixed Nuts (30g)","A healthy mid morning snack meal featuring Mixed Nuts (30g) - prepared with minimal oil.",180,6.0,6.0,15.0,3.0
2598,Eggetarian,Evening Snack,"Egg Curry (Eggs)","A healthy evening snack meal featuring Egg Curry (Eggs) - providing excellent macronutrients.",220,14.0,8.0,14.0,2.0
2599,Eggetarian,Breakfast,"3 Boiled Eggs with Millet Roti","A nutrient-rich breakfast meal featuring 3 Boiled Eggs with Millet Roti - providing excellent macronutrients.",347,21.5,21.5,16.5,4.0
2600,Eggetarian,Lunch,"4 Egg Whites and Garlic Naan and Boondi Raita","A healthy lunch meal featuring 4 Egg Whites and Garlic Naan and Boondi Raita - perfect for your dietary goals.",448,25.0,52.0,13.0,3.0
2601,Eggetarian,Dinner,"Egg Curry (Eggs) with Rotis","A delicious dinner meal featuring Egg Curry (Eggs) with Rotis - perfect for your dietary goals.",428,20.0,52.0,16.0,8.0
2602,Eggetarian,Breakfast,"4 Idlis","A home-style breakfast meal featuring 4 Idlis - providing excellent macronutrients.",232,8.0,48.0,0.8,3.0
2603,Eggetarian,Lunch,"Yellow Dal Tadka with Jeera Rice","A home-style lunch meal featuring Yellow Dal Tadka with Jeera Rice - perfect for your dietary goals.",270,9.5,46.0,6.0,6.2
2604,Eggetarian,Dinner,"Matar Paneer with Jeera Rice","A healthy dinner meal featuring Matar Paneer with Jeera Rice - prepared with minimal oil.",400,13.5,42.0,19.0,5.2
2605,Eggetarian,Breakfast,"Poha","A healthy breakfast meal featuring Poha - perfect for your dietary goals.",180,3.0,39.0,1.5,2.0
2606,Eggetarian,Lunch,"Matar Paneer with Brown Rice (Bowl)","A balanced lunch meal featuring Matar Paneer with Brown Rice (Bowl) - perfect for your dietary goals.",360,14.0,36.0,17.0,7.5
2607,Eggetarian,Dinner,"Matar Paneer with Rotis","A nutrient-rich dinner meal featuring Matar Paneer with Rotis - perfect for your dietary goals.",458,17.0,58.0,18.0,10.0
2608,Eggetarian,Mid Morning Snack,"Moong Sprouts Salad","A home-style mid morning snack meal featuring Moong Sprouts Salad - prepared with minimal oil.",120,10.0,18.0,1.0,6.0
2609,Eggetarian,Evening Snack,"4 Egg Whites","A home-style evening snack meal featuring 4 Egg Whites - providing excellent macronutrients.",68,14.0,1.0,0.0,0.0
2610,Eggetarian,Breakfast,"3 Boiled Eggs with Rotis","A high-protein breakfast meal featuring 3 Boiled Eggs with Rotis - perfect for your dietary goals.",440,24.0,45.5,17.0,6.0
2611,Eggetarian,Lunch,"Egg Curry (Eggs) and Millet Rotis and Cabbage Poriyal","A healthy lunch meal featuring Egg Curry (Eggs) and Millet Rotis and Cabbage Poriyal - prepared with minimal oil.",540,23.0,60.0,21.0,14.0
2612,Eggetarian,Dinner,"3 Boiled Eggs with Bowls Rice","A delicious dinner meal featuring 3 Boiled Eggs with Bowls Rice - providing excellent macronutrients.",427,21.0,43.5,15.0,1.5
2613,Eggetarian,Breakfast,"Besan Chilla","A balanced breakfast meal featuring Besan Chilla - perfect for your dietary goals.",150,7.0,18.0,5.0,4.0
2614,Eggetarian,Lunch,"Kadai Paneer with Garlic Naan","A home-style lunch meal featuring Kadai Paneer with Garlic Naan - cooked in traditional Indian style.",550,21.0,55.0,27.0,5.0
2615,Eggetarian,Dinner,"Matar Paneer with Millet Rotis","A nutrient-rich dinner meal featuring Matar Paneer with Millet Rotis - perfect for your dietary goals.",480,18.0,54.0,19.0,12.0
2616,Eggetarian,Breakfast,"3 Idlis","A nutrient-rich breakfast meal featuring 3 Idlis - perfect for your dietary goals.",174,6.0,36.0,0.6,2.2
2617,Eggetarian,Lunch,"Soya Chunks Curry with Brown Rice (Bowl)","A nutrient-rich lunch meal featuring Soya Chunks Curry with Brown Rice (Bowl) - providing excellent macronutrients.",260,21.0,34.0,4.0,8.5
2618,Eggetarian,Dinner,"Rajma Curry with Naan","A high-protein dinner meal featuring Rajma Curry with Naan - cooked in traditional Indian style.",440,16.0,68.0,10.0,10.0
2619,Eggetarian,Mid Morning Snack,"Roasted Makhana","A home-style mid morning snack meal featuring Roasted Makhana - prepared with minimal oil.",110,3.0,20.0,2.0,4.0
2620,Eggetarian,Evening Snack,"मसाला Omelette (Eggs)","A nutrient-rich evening snack meal featuring मसाला Omelette (Eggs) - providing excellent macronutrients.",190,13.0,3.0,14.0,1.0
2621,Eggetarian,Breakfast,"Boiled Eggs with Bowl Rice","A delicious breakfast meal featuring Boiled Eggs with Bowl Rice - cooked in traditional Indian style.",285,14.0,29.0,10.0,1.0
2622,Eggetarian,Lunch,"Egg Curry (Eggs) and Garlic Naan and Aloo Gobi","A nutrient-rich lunch meal featuring Egg Curry (Eggs) and Garlic Naan and Aloo Gobi - cooked in traditional Indian style.",620,25.0,69.0,27.0,9.0
2623,Eggetarian,Dinner,"3 Boiled Eggs with 3 Rotis","A balanced dinner meal featuring 3 Boiled Eggs with 3 Rotis - perfect for your dietary goals.",544,27.0,67.5,18.0,9.0
2624,Eggetarian,Breakfast,"Paneer Paratha","A balanced breakfast meal featuring Paneer Paratha - providing excellent macronutrients.",280,10.0,30.0,12.0,3.0
2625,Eggetarian,Lunch,"Dal Makhani with Jeera Rice","A home-style lunch meal featuring Dal Makhani with Jeera Rice - cooked in traditional Indian style.",430,11.5,50.0,19.0,8.2
2626,Eggetarian,Dinner,"Lobia Curry with Jeera Rice","A nutrient-rich dinner meal featuring Lobia Curry with Jeera Rice - perfect for your dietary goals.",310,9.5,52.0,6.0,8.2
2627,Eggetarian,Breakfast,"Aloo Paratha","A healthy breakfast meal featuring Aloo Paratha - cooked in traditional Indian style.",230,5.0,35.0,8.0,4.0
2628,Eggetarian,Lunch,"Rajma Curry with Quinoa (Bowl)","A nutrient-rich lunch meal featuring Rajma Curry with Quinoa (Bowl) - prepared with minimal oil.",300,12.4,47.0,6.0,10.8
2629,Eggetarian,Dinner,"Soya Chunks Curry with Bowls Rice","A delicious dinner meal featuring Soya Chunks Curry with Bowls Rice - prepared with minimal oil.",410,22.0,68.0,3.0,7.0
2630,Eggetarian,Mid Morning Snack,"Roasted Chana","A high-protein mid morning snack meal featuring Roasted Chana - prepared with minimal oil.",120,6.0,18.0,2.0,5.0
2631,Eggetarian,Evening Snack,"मसाला Omelette (Eggs)","A nutrient-rich evening snack meal featuring मसाला Omelette (Eggs) - providing excellent macronutrients.",190,13.0,3.0,14.0,1.0
2632,Eggetarian,Breakfast,"3 Boiled Eggs with Jeera Rice","A healthy breakfast meal featuring 3 Boiled Eggs with Jeera Rice - providing excellent macronutrients.",382,20.5,29.5,18.0,1.2
2633,Eggetarian,Lunch,"Boiled Eggs and Bowls Rice and Baingan Bharta","A balanced lunch meal featuring Boiled Eggs and Bowls Rice and Baingan Bharta - prepared with minimal oil.",545,18.0,73.0,17.0,8.0
2634,Eggetarian,Dinner,"Boiled Eggs with Bowls Rice","A home-style dinner meal featuring Boiled Eggs with Bowls Rice - providing excellent macronutrients.",350,15.0,43.0,10.0,1.5
2635,Eggetarian,Breakfast,"Dalia","A delicious breakfast meal featuring Dalia - cooked in traditional Indian style.",160,4.0,32.0,1.0,5.0
2636,Eggetarian,Lunch,"Toor Dal with Brown Rice (Bowl)","A high-protein lunch meal featuring Toor Dal with Brown Rice (Bowl) - cooked in traditional Indian style.",220,9.0,39.0,3.0,8.5
2637,Eggetarian,Dinner,"Paneer Butter Masala with Millet Roti","A balanced dinner meal featuring Paneer Butter Masala with Millet Roti - cooked in traditional Indian style.",435,15.5,30.0,27.5,6.0
2638,Eggetarian,Breakfast,"Gobi Paratha","A nutrient-rich breakfast meal featuring Gobi Paratha - providing excellent macronutrients.",220,5.0,33.0,7.0,5.0
2639,Eggetarian,Lunch,"Toor Dal with Bowl Rice","A home-style lunch meal featuring Toor Dal with Bowl Rice - providing excellent macronutrients.",240,8.0,45.0,2.0,6.0
2640,Eggetarian,Dinner,"Paneer Butter Masala with Jeera Rice","A balanced dinner meal featuring Paneer Butter Masala with Jeera Rice - providing excellent macronutrients.",470,14.5,38.0,29.0,3.2
2641,Eggetarian,Mid Morning Snack,"Moong Sprouts Salad","A nutrient-rich mid morning snack meal featuring Moong Sprouts Salad - prepared with minimal oil.",120,10.0,18.0,1.0,6.0
2642,Eggetarian,Evening Snack,"Roasted Makhana","A home-style evening snack meal featuring Roasted Makhana - cooked in traditional Indian style.",110,3.0,20.0,2.0,4.0
2643,Eggetarian,Breakfast,"Boiled Eggs with 3 Rotis","A nutrient-rich breakfast meal featuring Boiled Eggs with 3 Rotis - perfect for your dietary goals.",467,21.0,67.0,13.0,9.0
2644,Eggetarian,Lunch,"Egg Curry (Eggs) and Jeera Rice and Boondi Raita","A delicious lunch meal featuring Egg Curry (Eggs) and Jeera Rice and Boondi Raita - prepared with minimal oil.",460,19.5,44.0,21.0,4.2
2645,Eggetarian,Dinner,"Egg Curry (Eggs) with Millet Roti","A high-protein dinner meal featuring Egg Curry (Eggs) with Millet Roti - cooked in traditional Indian style.",335,17.5,28.0,15.5,6.0
2646,Eggetarian,Breakfast,"Upma","A healthy breakfast meal featuring Upma - providing excellent macronutrients.",190,4.0,35.0,3.0,3.0
2647,Eggetarian,Lunch,"Rajma Curry with Bowls Rice","A home-style lunch meal featuring Rajma Curry with Bowls Rice - cooked in traditional Indian style.",440,12.0,82.0,4.0,10.0
2648,Eggetarian,Dinner,"Vegan Dal Makhani (Coconut Milk) with 3 Rotis","A healthy dinner meal featuring Vegan Dal Makhani (Coconut Milk) with 3 Rotis - providing excellent macronutrients.",532,17.0,88.0,13.0,16.0
2649,Eggetarian,Breakfast,"Dalia","A healthy breakfast meal featuring Dalia - providing excellent macronutrients.",160,4.0,32.0,1.0,5.0
2650,Eggetarian,Lunch,"Dal Makhani with Bowl Rice","A balanced lunch meal featuring Dal Makhani with Bowl Rice - providing excellent macronutrients.",410,11.0,50.0,16.0,8.0
2651,Eggetarian,Dinner,"Toor Dal with Millet Rotis","A nutrient-rich dinner meal featuring Toor Dal with Millet Rotis - perfect for your dietary goals.",340,13.0,57.0,5.0,13.0
2652,Eggetarian,Mid Morning Snack,"Roasted Chana","A nutrient-rich mid morning snack meal featuring Roasted Chana - perfect for your dietary goals.",120,6.0,18.0,2.0,5.0
2653,Eggetarian,Evening Snack,"Protein Shake (scoop)","A balanced evening snack meal featuring Protein Shake (scoop) - cooked in traditional Indian style.",120,24.0,3.0,1.5,0.0
2654,Eggetarian,Breakfast,"Boiled Eggs with Rotis","A high-protein breakfast meal featuring Boiled Eggs with Rotis - prepared with minimal oil.",363,18.0,45.0,12.0,6.0
2655,Eggetarian,Lunch,"Boiled Eggs and Bowls Rice and Mixed Veg Curry","A nutrient-rich lunch meal featuring Boiled Eggs and Bowls Rice and Mixed Veg Curry - perfect for your dietary goals.",555,20.0,75.0,16.0,7.0
2656,Eggetarian,Dinner,"Boiled Eggs with Roti","A high-protein dinner meal featuring Boiled Eggs with Roti - perfect for your dietary goals.",259,15.0,23.0,11.0,3.0
2657,Eggetarian,Breakfast,"Oats","A delicious breakfast meal featuring Oats - perfect for your dietary goals.",154,5.0,27.0,3.0,4.0
2658,Eggetarian,Lunch,"Chana Masala with Roti","A nutrient-rich lunch meal featuring Chana Masala with Roti - perfect for your dietary goals.",274,11.0,47.0,6.0,10.0
2659,Eggetarian,Dinner,"Palak Paneer with Bowls Rice","A healthy dinner meal featuring Palak Paneer with Bowls Rice - providing excellent macronutrients.",500,18.0,64.0,18.0,6.0
2660,Eggetarian,Breakfast,"Moong Dal Chilla","A healthy breakfast meal featuring Moong Dal Chilla - cooked in traditional Indian style.",140,8.0,17.0,4.0,4.0
2661,Eggetarian,Lunch,"Tofu Curry with Naan","A nutrient-rich lunch meal featuring Tofu Curry with Naan - providing excellent macronutrients.",440,22.0,48.0,17.0,4.0
2662,Eggetarian,Dinner,"Matar Paneer with Jeera Rice","A balanced dinner meal featuring Matar Paneer with Jeera Rice - perfect for your dietary goals.",400,13.5,42.0,19.0,5.2
2663,Eggetarian,Mid Morning Snack,"Moong Sprouts Salad","A high-protein mid morning snack meal featuring Moong Sprouts Salad - prepared with minimal oil.",120,10.0,18.0,1.0,6.0
2664,Eggetarian,Evening Snack,"Moong Sprouts Salad","A home-style evening snack meal featuring Moong Sprouts Salad - providing excellent macronutrients.",120,10.0,18.0,1.0,6.0
